"Key"	"Source string"	"Context"	"Translation"
"accessibility.text.tilde"	"Tilde"	"Original Translation
zh_CN: 波形符
zh_TW: 波狀符號"	""
"accessibility.text.underScore"	"Under Score"	"Original Translation
zh_CN: 下划线
zh_TW: 底線"	""
"accessibility.text.unsupported"	"Unknown Character"	"Original Translation
zh_CN: 未识别字符
zh_TW: 未知符號"	""
"accessibility.text.verticalBar"	"Vertical Bar"	"Original Translation
zh_CN: 竖线
zh_TW: 直線"	""
"accessibility.textbox.editing"	"Editing"	"Original Translation
zh_CN: 编辑
zh_TW: 編輯"	""
"accessibility.textbox.tts.title"	"Textbox"	"Original Translation
zh_CN: 文本框
zh_TW: 文字方塊"	""
"accessibility.toast"	"Notification"	"Original Translation
zh_CN: 通知
zh_TW: 通知"	""
"accessibility.toggle.tts.title"	"Toggle"	"Original Translation
zh_CN: 切换
zh_TW: 切換"	""
"accessibility.worldTemplates.help"	"Help"	"Original Translation
zh_CN: 帮助
zh_TW: 幫助"	""
"account.toast.copied.body"	"Account data has been copied to your clipboard."	"Original Translation
zh_CN: 账户数据已复制到你的剪贴板。
zh_TW: 已將帳戶資料複製到你的剪貼簿。"	""
"account.toast.copied.title"	"Copied data to clipboard"	"Original Translation
zh_CN: 已复制数据到剪贴板
zh_TW: 已將資料複製到剪貼簿"	""
"accounts.manage"	"Manage Account"	"Original Translation
zh_CN: 管理帐户
zh_TW: 管理帳戶"	""
"accounts.name"	"Name: %s (%s)"	"Original Translation
zh_CN: 姓名：%s (%s)
zh_TW: 名稱：%s (%s)"	""
"accounts.signOut"	"Sign Out"	"Original Translation
zh_CN: 注销
zh_TW: 登出"	""
"accounts.signOut.fail.body.line1"	"We were unable to sign you out at this time. Please try again later. This will not prevent you from signing in with another account."	"Original Translation
zh_CN: 我们暂时无法让您注销。请稍后再试。但这不会阻止您使用其他账户登录。
zh_TW: 目前無法登出，請稍後再試。目前的登入不會妨礙您使用另一個帳號登入。"	""
"accounts.signOut.fail.body.line2"	"Error code: %s"	"Original Translation
zh_CN: 错误代码：%s
zh_TW: 錯誤代碼：%s"	""
"accounts.signOut.fail.hyperLink.text"	"Learn more"	"Original Translation
zh_CN: 了解更多
zh_TW: 深入了解"	""
"accounts.signOut.fail.hyperLink.uri"	"https://aka.ms/mcedu-login"	"Original Translation
zh_CN: https://aka.ms/mcedu-login
zh_TW: https://aka.ms/mcedu-login"	""
"accounts.signOut.fail.title"	"Sign-out failed"	"Original Translation
zh_CN: 注销失败
zh_TW: 登出失敗"	""
"accounts.signOutConfirmation"	"Do you want to sign out and switch accounts?"	"Original Translation
zh_CN: 是否要注销并切换账户？
zh_TW: 您是否要登出並切換帳戶？"	""
"accounts.signedInAs"	"Signed in as"	"Original Translation
zh_CN: 登录身份为
zh_TW: 已登入為"	""
"accounts.switch"	"Switch Accounts"	"Original Translation
zh_CN: 切换账户
zh_TW: 切換帳戶"	""
"accounts.switchConfirmation"	"Do you want to switch accounts? Your current account will stay signed in."	"Original Translation
zh_CN: 您想要切换帐户吗？您的当前帐户将保持登录状态。
zh_TW: 您是否要切換帳戶？您目前的帳戶將保持登入狀態。"	""
"achievement.acquireIron"	"Acquire Hardware"	"Original Translation
zh_CN: 来硬的
zh_TW: 來硬的"	""
"achievement.acquireIron.desc"	"Smelt an iron ingot"	"Original Translation
zh_CN: 冶炼出一块铁锭
zh_TW: 熔煉出一個鐵錠塊"	""
"achievement.alternativeFuel"	"Alternative Fuel"	"Original Translation
zh_CN: 替代性燃料
zh_TW: 替代燃料"	""
"achievement.alternativeFuel.desc"	"Power a furnace with a kelp block"	"Original Translation
zh_CN: 用一个海带方块给熔炉供能
zh_TW: 使用海帶方塊引燃熔爐"	""
"achievement.bakeCake"	"The Lie"	"Original Translation
zh_CN: 蛋糕是个谎言
zh_TW: 蛋糕是個謊言"	""
"achievement.bakeCake.desc"	"Wheat, sugar, milk and eggs!"	"Original Translation
zh_CN: 小麦、糖、奶和鸡蛋！
zh_TW: 小麥、砂糖、牛奶和蛋！"	""
"achievement.blaze_rod"	"Into Fire"	"Original Translation
zh_CN: 与火共舞
zh_TW: 與火共舞"	""
"achievement.blaze_rod.desc"	"Relieve a Blaze of its rod"	"Original Translation
zh_CN: 夺取烈焰人的棒子
zh_TW: 從烈焰使者手中獲得烈焰棒"	""
"achievement.bookcase"	"Librarian"	"Original Translation
zh_CN: 图书管理员
zh_TW: 圖書館員"	""
"achievement.bookcase.desc"	"Build some bookshelves to improve your enchantment table"	"Original Translation
zh_CN: 建造一些书架来强化你的附魔台
zh_TW: 在周圍放置書架，增強您的附魔台等級"	""
"achievement.breedCow"	"Repopulation"	"Original Translation
zh_CN: 繁衍生息
zh_TW: 增產報國"	""
"achievement.breedCow.desc"	"Breed two cows with wheat"	"Original Translation
zh_CN: 喂小麦来繁殖出 2 头牛
zh_TW: 使用小麥餵養兩頭乳牛"	""
"achievement.buildBetterPickaxe"	"Getting an Upgrade"	"Original Translation
zh_CN: 获得升级
zh_TW: 工具升级"	""
"achievement.buildBetterPickaxe.desc"	"Construct a better pickaxe"	"Original Translation
zh_CN: 制作一把更好的镐
zh_TW: 合成一把更好的鎬"	""
"achievement.buildFurnace"	"Hot Topic"	"Original Translation
zh_CN: “热”门话题
zh_TW: 『熱』門『焦』點"	""
"achievement.buildFurnace.desc"	"Construct a furnace out of eight stone blocks"	"Original Translation
zh_CN: 用 8 块圆石制作一个熔炉
zh_TW: 將八個石頭方塊製作出一個熔爐"	""
"achievement.buildHoe"	"Time to Farm!"	"Original Translation
zh_CN: 耕种时间到！
zh_TW: 農耕時間！"	""
"achievement.buildHoe.desc"	"Use planks and sticks to make a hoe"	"Original Translation
zh_CN: 使用木板和木棍制作木锄
zh_TW: 使用木材和木棍來製造鋤頭"	""
"achievement.buildPickaxe"	"Time to Mine!"	"Original Translation
zh_CN: 采矿时间到！
zh_TW: 採礦時間！"	""
"achievement.buildPickaxe.desc"	"Use planks and sticks to make a pickaxe"	"Original Translation
zh_CN: 使用木板和木棍制作木镐
zh_TW: 使用木材及木棍製作出十字鎬"	""
"achievement.buildSword"	"Time to Strike!"	"Original Translation
zh_CN: 出击时间到！
zh_TW: 殺戮時間！"	""
"achievement.buildSword.desc"	"Use planks and sticks to make a sword"	"Original Translation
zh_CN: 使用木板和木棍制作木剑
zh_TW: 使用木材和木棍做出一把劍"	""
"achievement.buildWorkBench"	"Benchmarking"	"Original Translation
zh_CN: 基准
zh_TW: 基礎"	""
"achievement.buildWorkBench.desc"	"Craft a workbench with four blocks of planks"	"Original Translation
zh_CN: 用四块木板来制作一个工作台
zh_TW: 使用四塊木材合成出一個工作台"	""
"achievement.cookFish"	"Delicious Fish"	"Original Translation
zh_CN: 美味的鱼儿
zh_TW: 優質魚肉"	""
"achievement.cookFish.desc"	"Catch and cook fish!"	"Original Translation
zh_CN: 捕鱼，然后烹饪！
zh_TW: 釣到魚，並烹煮牠！"	""
"achievement.diamonds"	"DIAMONDS!"	"Original Translation
zh_CN: 钻石！
zh_TW: 鑽石！"	""
"achievement.diamonds.desc"	"Acquire diamonds with your iron tools"	"Original Translation
zh_CN: 用铁镐挖一些钻石吧
zh_TW: 利用鐵製工具獲取鑽石"	""
"achievement.diamondsToYou"	"Diamonds to you!"	"Original Translation
zh_CN: 给你钻石！
zh_TW: 送你的鑽石！"	""
"achievement.diamondsToYou.desc"	"Throw diamonds at another player."	"Original Translation
zh_CN: 将钻石扔给其他玩家。
zh_TW: 朝其他玩家丟擲鑽石。"	""
"achievement.enchantments"	"Enchanter"	"Original Translation
zh_CN: 附魔师
zh_TW: 附魔師"	""
"achievement.enchantments.desc"	"Use a book, obsidian and diamonds to construct an enchantment table"	"Original Translation
zh_CN: 使用书、黑曜石和钻石来制作一个附魔台
zh_TW: 使用書本、黑曜石和鑽石合成一個附魔台"	""
"achievement.exploreAllBiomes"	"Adventuring Time"	"Original Translation
zh_CN: 探索的时光
zh_TW: 環遊世界"	""
"achievement.exploreAllBiomes.desc"	"Discover all biomes"	"Original Translation
zh_CN: 发现所有的生物群系
zh_TW: 發現所有的生態環境"	""
"achievement.flyPig"	"When Pigs Fly"	"Original Translation
zh_CN: 当猪飞的时候
zh_TW: 等哪天豬會飛了…噢！"	""
"achievement.flyPig.desc"	"Fly a pig off a cliff"	"Original Translation
zh_CN: 骑着猪从悬崖上飞下
zh_TW: 騎著豬從懸崖衝下去"	""
"achievement.fullBeacon"	"Beaconator"	"Original Translation
zh_CN: 信标工程师
zh_TW: 引導者"	""
"achievement.fullBeacon.desc"	"Create a full beacon"	"Original Translation
zh_CN: 制造最高级的信标
zh_TW: 建造一個完整的燈塔"	""
"achievement.get"	"Achievement get!"	"Original Translation
zh_CN: 获得成就！
zh_TW: 獲得成就！"	""
"achievement.ghast"	"Return to Sender"	"Original Translation
zh_CN: 还治彼身
zh_TW: 以牙還牙"	""
"achievement.ghast.desc"	"Destroy a Ghast with a fireball"	"Original Translation
zh_CN: 使用火球摧毁一个恶魂
zh_TW: 以火球將地獄幽靈摧毀"	""
"achievement.killCow"	"Cow Tipper"	"Original Translation
zh_CN: 斗牛士
zh_TW: 牛不只有牛奶"	""
"achievement.killCow.desc"	"Harvest some leather"	"Original Translation
zh_CN: 获得一些皮革
zh_TW: 獲得一些皮革"	""
"achievement.killEnemy"	"Monster Hunter"	"Original Translation
zh_CN: 怪物猎人
zh_TW: 魔物獵人"	""
"achievement.killEnemy.desc"	"Attack and destroy a monster"	"Original Translation
zh_CN: 攻击并消灭一只怪物
zh_TW: 攻擊並殺死一隻怪物"	""
"achievement.killWither"	"The Beginning."	"Original Translation
zh_CN: 开始了。
zh_TW: 真正的開始。"	""
"achievement.killWither.desc"	"Kill the Wither"	"Original Translation
zh_CN: 杀死凋灵
zh_TW: 殺死凋靈"	""
"achievement.makeBread"	"Bake Bread"	"Original Translation
zh_CN: 烤面包
zh_TW: 烤麵包"	""
"achievement.makeBread.desc"	"Turn wheat into bread"	"Original Translation
zh_CN: 用小麦来做面包
zh_TW: 把小麥變成麵包"	""
"achievement.mineWood"	"Getting Wood"	"Original Translation
zh_CN: 获得木头
zh_TW: 獲得木頭"	""
"achievement.mineWood.desc"	"Attack a tree until a block of wood pops out"	"Original Translation
zh_CN: 攻击树木，直到跳出一个木块
zh_TW: 持續破壞樹木直到木頭方塊掉出來"	""
"achievement.notification.description"	"Achievement unlocked"	"Original Translation
zh_CN: 成就已解锁
zh_TW: 已解鎖成就"	""
"achievement.onARail"	"On A Rail"	"Original Translation
zh_CN: 在铁路上
zh_TW: 暢行無阻"	""
"achievement.onARail.desc"	"Travel by minecart at least 1 km from where you started"	"Original Translation
zh_CN: 乘坐矿车旅行，移动到离出发点至少 1 公里的位置
zh_TW: 從開始處乘坐礦車至少 1 公里"	""
"achievement.openInventory"	"Taking Inventory"	"Original Translation
zh_CN: 打开物品栏
zh_TW: 盤點物品欄"	""
"achievement.openInventory.desc"	"Press '%1$s' to open your inventory."	"Original Translation
zh_CN: 按“%1$s”来打开物品栏。
zh_TW: 按 [%1$s] 打開物品欄。"	""
"achievement.overkill"	"Overkill"	"Original Translation
zh_CN: 赶尽杀绝
zh_TW: 太殺了"	""
"achievement.overkill.desc"	"Deal nine hearts of damage in a single hit"	"Original Translation
zh_CN: 制造一击 9 颗心的伤害
zh_TW: 一擊製造九顆心的傷害"	""
"achievement.overpowered"	"Overpowered"	"Original Translation
zh_CN: 君临天下
zh_TW: 太強大"	""
"achievement.overpowered.desc"	"Build a Notch apple"	"Original Translation
zh_CN: 制造一个附魔金苹果
zh_TW: 造一個附魔金蘋果"	""
"achievement.portal"	"We Need to Go Deeper"	"Original Translation
zh_CN: 我们需要再深入些
zh_TW: 我們必須更深入一點"	""
"achievement.portal.desc"	"Build a portal to the Nether"	"Original Translation
zh_CN: 建造一个通往下界的传送门
zh_TW: 建造一個地獄傳送門"	""
"achievement.potion"	"Local Brewery"	"Original Translation
zh_CN: 本地酿造厂
zh_TW: 私人釀坊"	""
"achievement.potion.desc"	"Brew a potion"	"Original Translation
zh_CN: 酿造一瓶药水
zh_TW: 釀造一罐藥水"	""
"achievement.requires"	"Requires '%1$s'"	"Original Translation
zh_CN: 需要“%1$s”
zh_TW: 需要 '%1$s'"	""
"achievement.snipeSkeleton"	"Sniper Duel"	"Original Translation
zh_CN: 狙击手的对决
zh_TW: 狙擊手對決"	""
"achievement.snipeSkeleton.desc"	"Kill a skeleton with an arrow from more than 50 meters"	"Original Translation
zh_CN: 用弓箭从 50 米外干掉一只骷髅
zh_TW: 使用弓箭射殺距離 50 公尺外的骷髏"	""
"achievement.spawnWither"	"The Beginning?"	"Original Translation
zh_CN: 开始了？
zh_TW: 一切的開端？"	""
"achievement.spawnWither.desc"	"Spawn the Wither"	"Original Translation
zh_CN: 生成凋灵
zh_TW: 生成凋靈"	""
"achievement.taken"	"Taken!"	"Original Translation
zh_CN: 已得到！
zh_TW: 已完成！"	""
"achievement.theEnd"	"The End?"	"Original Translation
zh_CN: 结束了？
zh_TW: 結束了？"	""
"achievement.theEnd.desc"	"Locate the End"	"Original Translation
zh_CN: 找到“末地”
zh_TW: 進入終界"	""
"achievement.theEnd2"	"The End."	"Original Translation
zh_CN: 结束了。
zh_TW: 結束了。"	""
"achievement.theEnd2.desc"	"Defeat the Ender Dragon"	"Original Translation
zh_CN: 击败末影龙
zh_TW: 擊敗終界龍"	""
"achievement.uninitScore"	"--"	"Original Translation
zh_CN: --
zh_TW: --"	""
"achievement.unknown"	"???"	"Original Translation
zh_CN: ???
zh_TW: ？？？"	""
"action.hint.exit.boat"	"Tap jump to exit the boat"	"Original Translation
zh_CN: 点击“跳跃”离开船
zh_TW: 按一下跳躍離開小船"	""
"action.hint.exit.camel"	"Tap sneak to dismount"	"Original Translation
zh_CN: 轻触潜行可以下马
zh_TW: 點擊潛行以取消搭乘"	""
"action.hint.exit.chest_boat"	"Tap jump to exit the boat"	"Original Translation
zh_CN: 点击“跳跃”离开船
zh_TW: 按一下跳躍離開小船"	""
"action.hint.exit.console.boat"	"Press :_input_key.jump: to exit the boat"	"Original Translation
zh_CN: 按下 :_input_key.jump: 离开船
zh_TW: 按 :_input_key.jump: 離開小船"	""
"action.hint.exit.console.camel"	"Press :_input_key.sneak: to dismount"	"Original Translation
zh_CN: 按 :_input_key.sneak: 跃下
zh_TW: 按 :_input_key.sneak: 取消乘坐"	""
"action.hint.exit.console.chest_boat"	"Press :_input_key.jump: to exit the boat"	"Original Translation
zh_CN: 按下 :_input_key.jump: 离开船
zh_TW: 按 :_input_key.jump: 離開小船"	""
"action.hint.exit.console.donkey"	"Press :_input_key.sneak: to dismount"	"Original Translation
zh_CN: 按 :_input_key.sneak: 跃下
zh_TW: 按 :_input_key.sneak: 取消乘坐"	""
"action.hint.exit.console.happy_ghast"	"Press :_input_key.sneak: to dismount"	"Original Translation
zh_CN: 按 :_input_key.sneak: 跃下
zh_TW: 按 :_input_key.sneak: 取消乘坐"	""
"action.hint.exit.console.horse"	"Press :_input_key.sneak: to dismount"	"Original Translation
zh_CN: 按 :_input_key.sneak: 跃下
zh_TW: 按 :_input_key.sneak: 取消乘坐"	""
"action.hint.exit.console.llama"	"Press :_input_key.sneak: to dismount"	"Original Translation
zh_CN: 按 :_input_key.sneak: 跃下
zh_TW: 按 :_input_key.sneak: 取消乘坐"	""
"action.hint.exit.console.minecart"	"Press :_input_key.jump: to exit the minecart"	"Original Translation
zh_CN: 按下 :_input_key.jump: 离开矿车
zh_TW: 按 :_input_key.jump: 離開礦車"	""
"action.hint.exit.console.mule"	"Press :_input_key.sneak: to dismount"	"Original Translation
zh_CN: 按 :_input_key.sneak: 跃下
zh_TW: 按 :_input_key.sneak: 取消乘坐"	""
"action.hint.exit.console.pig"	"Press :_input_key.sneak: to dismount"	"Original Translation
zh_CN: 按 :_input_key.sneak: 跃下
zh_TW: 按 :_input_key.sneak: 取消乘坐"	""
"action.hint.exit.console.raft"	"Press :_input_key.jump: to exit the raft"	"Original Translation
zh_CN: 按下 :_input_key.jump: 离开竹筏
zh_TW: 按 :_input_key.jump: 離開木筏"	""
"action.hint.exit.console.skeleton_horse"	"Press :_input_key.sneak: to dismount"	"Original Translation
zh_CN: 按 :_input_key.sneak: 跃下
zh_TW: 按 :_input_key.sneak: 取消乘坐"	""
"action.hint.exit.console.strider"	"Press :_input_key.sneak: to dismount"	"Original Translation
zh_CN: 按 :_input_key.sneak: 跃下
zh_TW: 按 :_input_key.sneak: 取消乘坐"	""
"action.hint.exit.console.trader_llama"	"Press :_input_key.sneak: to dismount"	"Original Translation
zh_CN: 按 :_input_key.sneak: 跃下
zh_TW: 按 :_input_key.sneak: 取消乘坐"	""
"action.hint.exit.donkey"	"Tap sneak to dismount"	"Original Translation
zh_CN: 轻按潜行可以下马
zh_TW: 輕觸潛行以取消乘坐"	""
"action.hint.exit.happy_ghast"	"Tap sneak to dismount"	"Original Translation
zh_CN: 轻触潜行以跃下
zh_TW: 輕觸潛行以取消乘坐"	""
"action.hint.exit.horse"	"Tap sneak to dismount"	"Original Translation
zh_CN: 轻按潜行可以下马
zh_TW: 輕觸潛行以取消乘坐"	""
"action.hint.exit.llama"	"Tap sneak to dismount"	"Original Translation
zh_CN: 轻按潜行可以下马
zh_TW: 輕觸潛行以取消乘坐"	""
"action.hint.exit.minecart"	"Tap jump to exit the minecart"	"Original Translation
zh_CN: 点击“跳跃”离开矿车
zh_TW: 按一下跳躍離開礦車"	""
"action.hint.exit.mule"	"Tap sneak to dismount"	"Original Translation
zh_CN: 轻按潜行可以下马
zh_TW: 輕觸潛行以取消乘坐"	""
"action.hint.exit.pig"	"Tap sneak to dismount"	"Original Translation
zh_CN: 轻按潜行可以下马
zh_TW: 輕觸潛行以取消乘坐"	""
"action.hint.exit.raft"	"Tap jump to exit the raft"	"Original Translation
zh_CN: 点击“跳跃”离开竹筏
zh_TW: 按一下跳躍離開木筏"	""
"action.hint.exit.scheme.camel"	"Tap dismount to dismount"	"Original Translation
zh_CN: 轻触跃下即可下马
zh_TW: 點擊以取消乘坐"	""
"action.hint.exit.scheme.donkey"	"Tap dismount to dismount"	"Original Translation
zh_CN: 轻触跃下可以下马
zh_TW: 點擊取消乘坐以取消乘坐"	""
"action.hint.exit.scheme.happy_ghast"	"Tap sneak to dismount"	"Original Translation
zh_CN: 轻触潜行以跃下
zh_TW: 輕觸潛行以取消乘坐"	""
